Creative Type,US DVD Sales,Running Time (min),Production Budget,Source,US Gross,Title,Release Date,Director,Rotten Tomatoes Rating,Major Genre,Worldwide Gross,Distributor,MPAA Rating,IMDB Rating,IMDB Votes
,0,0,325000,,2500000,It Happened One Night,1934,Frank Capra,97,Romantic Comedy,2500000,,,8.3,25074
Science Fiction,0,0,22000000,Original Screenplay,50621733,The Net,28-Jul-1995,,33,Thriller/Suspense,110521733,Sony Pictures,PG-13,5.6,24363
Historical Fiction,0,0,3500000,Original Screenplay,886410,La otra conquista,19-Apr-2000,,0,Drama,886410,Hombre de Oro,R,6.1,584
,0,0,500000,,19800,The Journey,11-Jul-2003,,0,,19800,,Not Rated,4.4,74
Science Fiction,0,0,4000000,Based on Book/Short Story,13000000,They Live,4-Nov-1988,John Carpenter,88,Thriller/Suspense,13000000,Universal,,7,20995
Contemporary Fiction,0,0,6000000,Original Screenplay,11784569,Tales from the Hood,24-May-1995,,33,Horror,11784569,Savoy,R,5.8,1860
Fantasy,0,0,12000000,Original Screenplay,37400000,Time Bandits,6-Nov-1981,Terry Gilliam,94,Adventure,37400000,Avco Embassy,,6.9,22719
Dramatization,0,0,25000000,Based on Real Life Events,56505000,Tombstone,25-Dec-1993,George P. Cosmatos,77,Western,56505000,Walt Disney Pictures,R,7.7,43688
Fantasy,0,0,825000,Original Screenplay,1500711,Time Changer,25-Oct-2002,,22,Drama,1500711,Five & Two Pictures,PG,5,1029
Fantasy,0,0,25000000,Based on Comic/Graphic Novel,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,22-Mar-1991,,0,Adventure,78656813,New Line,,5.3,12742
Fantasy,0,0,21000000,Based on Comic/Graphic Novel,42273609,Teenage Mutant Ninja Turtles III,19-Mar-1993,,30,Adventure,42273609,New Line,,4.3,9064
Contemporary Fiction,0,0,55000000,Original Screenplay,63408614,Tango & Cash,22-Dec-1989,Andrei Konchalovsky,39,Action,63408614,Warner Bros.,,5.8,25248
Fantasy,0,0,13500000,Based on TV,135265915,Teenage Mutant Ninja Turtles,30-Mar-1990,Steve Barron,0,Adventure,202000000,New Line,,6.4,25867
,0,0,4000000,,6000000,Topaz,19-Dec-1969,Alfred Hitchcock,71,,6000000,Universal,,6.2,6389
Contemporary Fiction,0,0,14000000,Based on Book/Short Story,35856053,Taps,9-Dec-1981,Harold Becker,79,Drama,35856053,20th Century Fox,,6.5,6515
Contemporary Fiction,0,94,3100000,Based on Book/Short Story,16501785,Trainspotting,19-Jul-1996,Danny Boyle,89,Drama,24000785,Miramax,R,8.2,150483
,0,0,5800000,,6800000,The Train,7-Mar-1965,John Frankenheimer,83,,6800000,,,7.8,4692
Contemporary Fiction,0,0,18000000,Original Screenplay,7190505,Troop Beverly Hills,22-Mar-1989,,8,Comedy,7190505,Sony/Columbia,,4.7,3427
Factual,0,0,375000,Based on Real Life Events,617172,Trekkies,21-May-1999,,0,Documentary,617172,Paramount Pictures,PG,6.9,3004
Contemporary Fiction,0,0,100000000,Remake,146282411,True Lies,15-Jul-1994,James Cameron,69,Action,365300000,20th Century Fox,R,7.2,80581
Science Fiction,0,0,100000000,Original Screenplay,204859496,Terminator 2: Judgment Day,2-Jul-1991,James Cameron,98,Action,516816151,Sony Pictures,R,8.5,237477
,0,0,1800000,Original Screenplay,506793,Travellers and Magicians,7-Jan-2005,,0,Drama,1058893,Zeitgeist,Not Rated,7.4,1069
Science Fiction,0,0,6400000,Original Screenplay,38019031,The Terminator,26-Oct-1984,James Cameron,100,Action,78019031,Orion Pictures,,8.1,179606
Science Fiction,0,0,10000000,Original Screenplay,16667084,Tremors,19-Jan-1990,,88,Action,16667084,Universal,,7.2,29840
Contemporary Fiction,0,0,12500000,Original Screenplay,12281000,True Romance,10-Sep-1993,Tony Scott,91,Thriller/Suspense,12281000,Warner Bros.,,7.9,73829
Science Fiction,0,0,17000000,Original Screenplay,26918576,Tron,9-Jul-1982,,68,Action,26918576,Walt Disney Pictures,,2.9,923
,0,0,4000000,,14400000,Trapeze,1956,,60,,14400000,,,6.7,1570
,0,0,25000,,195043,The Terrorist,14-Jan-2000,,0,,195043,Phaedra Cinema,Not Rated,5.5,50
Contemporary Fiction,0,0,200000,Original Screenplay,1161843,Trois,11-Feb-2000,,0,Thriller/Suspense,1161843,Rainforest Productions,NC-17,3.3,360
Contemporary Fiction,0,0,15000000,Original Screenplay,529766,Things to Do in Denver when You're Dead,1-Dec-1995,,33,Black Comedy,529766,Miramax,R,6.6,12789
Contemporary Fiction,0,150,40000000,Based on Book/Short Story,108766007,A Time to Kill,24-Jul-1996,Joel Schumacher,68,Drama,152266007,Warner Bros.,R,7.1,38577
Science Fiction,0,0,65000000,Based on Book/Short Story,119394839,Total Recall,1-Jun-1990,Paul Verhoeven,81,Action,261400000,Sony Pictures,,7.4,70355
,0,0,2000000,,37227,This Thing of Ours,18-Jul-2003,,0,Drama,37227,,Not Rated,5.2,316
Contemporary Fiction,0,0,15000000,Original Screenplay,177200000,Tootsie,17-Dec-1982,Sydney Pollack,87,Comedy,177200000,Sony Pictures,,7.4,31669
Historical Fiction,0,110,2500000,Original Screenplay,25857416,That Thing You Do!,4-Oct-1996,Tom Hanks,92,Drama,31748615,20th Century Fox,PG,6.7,25916
,0,0,1200000,,7000000,The Trouble With Harry,3-Oct-1955,Alfred Hitchcock,89,,7000000,Paramount Pictures,,7.2,11580
Contemporary Fiction,0,0,15000000,Original Screenplay,111936388,Twins,9-Dec-1988,Ivan Reitman,33,Comedy,216600000,Universal,,0,0
Contemporary Fiction,0,117,88000000,Based on Book/Short Story,241888385,Twister,10-May-1996,Jan De Bont,57,Action,495900000,Warner Bros.,PG-13,6,61665
,0,0,14000000,,116000000,Towering Inferno,17-Dec-1974,John Guillermin,0,,139700000,20th Century Fox,,0,0
Contemporary Fiction,0,0,1000000,Original Screenplay,21100000,Taxi Driver,8-Feb-1976,Martin Scorsese,98,Drama,21100000,Sony Pictures,,8.6,155774
,0,0,5000000,,121016,Tycoon,13-Jun-2003,,0,,121016,,Not Rated,6,456
Kids Fiction,0,0,30000000,Original Screenplay,191796233,Toy Story,22-Nov-1995,John Lasseter,100,Adventure,361948825,Walt Disney Pictures,G,8.2,151143
Fantasy,0,0,10000000,Based on TV,29500000,Twilight Zone: The Movie,24-Jun-1983,Steven Spielberg,67,Horror,29500000,Warner Bros.,,6.3,12054
Science Fiction,0,0,18000000,Original Screenplay,2483790,Unforgettable,23-Feb-1996,John Dahl,23,Thriller/Suspense,2483790,MGM,R,5.7,2284
,0,0,5000000,,6157157,UHF,21-Jul-1989,,55,,6157157,,,6.6,12676
Contemporary Fiction,0,0,2700000,Original Screenplay,9054736,Ulee's Gold,13-Jun-1997,,94,Drama,15600000,Orion Pictures,R,7,4041
Contemporary Fiction,0,0,60000000,Original Screenplay,50024083,Under Siege 2: Dark Territory,14-Jul-1995,,34,Action,104324083,Warner Bros.,R,5.1,15218
Dramatization,0,0,25000000,Based on TV,76270454,The Untouchables,3-Jun-1987,Brian De Palma,81,Action,76270454,Paramount Pictures,,8,86097
Historical Fiction,0,0,20000000,Original Screenplay,18826490,Under the Rainbow,31-Jul-1981,,0,Comedy,18826490,Warner Bros.,,4.9,1263
Contemporary Fiction,0,0,7000000,Original Screenplay,2938532,Veer-Zaara,12-Nov-2004,,0,Drama,7017859,Yash Raj Films,Not Rated,7.3,4155
Fantasy,0,0,5952000,Original Screenplay,2120439,Videodrome,4-Feb-1983,David Cronenberg,0,Horror,2120439,Universal,,7.3,20080
Fantasy,0,0,7000000,Original Screenplay,659000,Les Visiteurs,12-Jul-1996,,0,Comedy,98754000,Miramax,R,6.7,7393
,0,0,20000000,Original Screenplay,146072,"Couloirs du temps: Les visiteurs 2, Les",27-Mar-1998,,0,Comedy,26146072,,,0,0
,0,0,2160000,,9132000,The Valley of Decision,1945,,0,,9132000,,,7.3,682
Fantasy,0,0,14000000,Original Screenplay,19637147,Vampire in Brooklyn,27-Oct-1995,Wes Craven,11,Horror,19637147,Paramount Pictures,R,4.3,8200
Contemporary Fiction,0,0,16000000,Based on Book/Short Story,53977250,The Verdict,8-Dec-1982,Sidney Lumet,96,Drama,53977250,20th Century Fox,,7.7,10864
Science Fiction,0,0,30000000,Original Screenplay,23998226,Virtuosity,4-Aug-1995,,34,Action,23998226,Paramount Pictures,R,5.3,11079
,0,0,500000,,0,Everything Put Together,2-Nov-2001,,0,,0,,R,6.7,418
Contemporary Fiction,0,0,30000000,Based on Book/Short Story,50327960,A View to a Kill,24-May-1985,John Glen,39,Action,152627960,MGM,,6.1,23770
Historical Fiction,0,100,6500000,Based on Book/Short Story,2025032,The Work and the Glory: American Zion,21-Oct-2005,,0,Drama,2025032,Vineyard Distribution,PG-13,5.6,365
Historical Fiction,0,0,14000000,Original Screenplay,4741987,A Walk on the Moon,26-Mar-1999,Tony Goldwyn,74,Drama,4741987,Miramax,R,6.4,4125
Contemporary Fiction,0,0,7500000,Based on Book/Short Story,3347647,The Work and the Glory,24-Nov-2004,,17,Drama,3347647,Excel Entertainment,PG,6,531
,0,0,103000,,16137,The Work and the Story,3-Oct-2003,,0,Comedy,16137,Off-Hollywood Distribution,Not Rated,5.1,82
Factual,0,0,4000000,Based on Real Life Events,10941801,What the #$'! Do We Know,6-Feb-2004,,0,Documentary,10941801,Captured Light,Not Rated,0,0
Contemporary Fiction,0,0,4000000,Original Screenplay,2922988,Waiting for Guffman,31-Jan-1997,Christopher Guest,0,Comedy,2922988,Sony Pictures Classics,R,7.4,14880
Fantasy,0,0,70000000,Based on Book/Short Story,154112492,Who Framed Roger Rabbit?,22-Jun-1988,Robert Zemeckis,98,Comedy,351500000,Walt Disney Pictures,,7.6,53541
Historical Fiction,0,0,14000000,Based on Book/Short Story,34729091,White Fang,18-Jan-1991,Randal Kleiser,67,Adventure,34729091,Walt Disney Pictures,,0,0
Dramatization,0,0,38000000,Based on Real Life Events,10229300,White Squall,2-Feb-1996,Ridley Scott,63,Adventure,10229300,Walt Disney Pictures,PG-13,6.4,8385
,0,0,11000000,,9170214,What's Eating Gilbert Grape,25-Dec-1993,Lasse Hallstrom,88,Drama,9170214,Paramount Pictures,,7.8,51219
Fantasy,0,0,2000000,Original Screenplay,7369373,Witchboard,31-Dec-1986,,0,Horror,7369373,Cinema Guild,,5.2,1666
,0,0,24000000,,13000000,The Wiz,24-Oct-1978,Sidney Lumet,37,Musical,13000000,,,4.5,4896
Contemporary Fiction,0,0,1000000,Original Screenplay,1287480,Walking and Talking,17-Jul-1996,,86,Romantic Comedy,1615787,Miramax,R,6.5,1756
Historical Fiction,0,0,6000000,Original Screenplay,509424,The Wild Bunch,18-Jun-1969,Sam Peckinpah,97,Western,509424,Warner Bros.,,8.2,31196
Contemporary Fiction,0,0,15000000,Original Screenplay,43848100,Wall Street,11-Dec-1987,Oliver Stone,78,Drama,43848100,20th Century Fox,,7.3,35454
,0,0,25000000,,0,Waterloo,1-Jan-1970,,0,,0,,,0,0
,0,0,1200000,,2000000,The Wrong Man,23-Dec-1956,Alfred Hitchcock,89,,2000000,Warner Bros.,,7.5,7531
,0,0,150000,,110719,Woman Chaser,23-Jun-2000,,0,,110719,,R,0,0
,0,0,2000000,,0,Wings,12-Aug-27,,96,,0,,,7.9,3035
Contemporary Fiction,0,0,20000000,Based on Play,10555348,We're No Angels,15-Dec-1989,Neil Jordan,50,Comedy,10555348,Paramount Pictures,,5.6,7839
Fantasy,0,0,70000000,Original Screenplay,65011757,Wolf,17-Jun-1994,Mike Nichols,60,Thriller/Suspense,131011757,Sony Pictures,R,6,20035
Contemporary Fiction,0,0,35000000,Original Screenplay,6448817,Warriors of Virtue,2-May-1997,Ronny Yu,10,Action,6448817,MGM,PG,4,1202
Science Fiction,0,0,12000000,Original Screenplay,74433837,War Games,3-Jun-1983,John Badham,0,Thriller/Suspense,74433837,MGM,,6.4,88
Science Fiction,0,0,7000000,Original Screenplay,8824553,Warlock,10-Jan-1991,Steve Miner,0,Horror,8824553,Trimark,,5.9,4921
,0,0,6000000,,12500000,War and Peace,1956,King Vidor,50,,12500000,,PG,6.8,2923
Science Fiction,0,0,3000000,Original Screenplay,3902679,Warlock: The Armageddon,24-Sep-1993,,0,Horror,3902679,Trimark,,4.9,1888
,0,0,15300000,,81525,Wasabi,27-Sep-2002,,0,,7000000,Sony Pictures,R,6.5,11647
,0,0,6000000,,43700000,West Side Story,18-Oct-1961,Robert Wise,92,,43700000,,,7.7,29488
Contemporary Fiction,0,0,300000,Original Screenplay,1652472,When The Cat's Away,20-Sep-1996,,0,Comedy,2525984,Sony Pictures Classics,R,0,0
Contemporary Fiction,0,0,800000,Original Screenplay,4198137,Welcome to the Dollhouse,10-May-1996,Todd Solondz,0,Comedy,4726732,Sony Pictures Classics,R,7.3,13469
Contemporary Fiction,0,0,12000000,Original Screenplay,65532576,Witness,8-Feb-1985,Peter Weir,94,Thriller/Suspense,65532576,Paramount Pictures,,7.6,30460
Science Fiction,0,0,175000000,Original Screenplay,88246220,Waterworld,28-Jul-1995,Kevin Reynolds,42,Action,264246220,Universal,PG-13,5.7,54126
,0,0,3000000,,4000000,Willy Wonka & the Chocolate Factory,30-Jun-1971,,90,,4000000,,,7.8,46824
Contemporary Fiction,0,0,20000000,Based on TV,121697323,Wayne's World,14-Feb-1992,Penelope Spheeris,84,Comedy,183097323,Paramount Pictures,PG-13,6.9,42570
Dramatization,0,0,63000000,Based on Real Life Events,25052000,Wyatt Earp,24-Jun-1994,Lawrence Kasdan,42,Western,25052000,Warner Bros.,PG-13,6.4,15614
Fantasy,0,103,2777000,Based on Book/Short Story,28202232,The Wizard of Oz,25-Aug-1939,King Vidor,0,Musical,28202232,Warner Bros.,G,8.3,102795
Contemporary Fiction,0,132,55000000,Original Screenplay,56679192,Executive Decision,15-Mar-1996,,65,Thriller/Suspense,122079192,Warner Bros.,R,6.3,18569
,0,0,4000000,,21750000,Exodus,1-Jan-1960,,67,,21750000,,,6.8,3546
Contemporary Fiction,0,0,12000000,Based on Book/Short Story,204632868,The Exorcist,26-Dec-1973,William Friedkin,84,Horror,402500000,Warner Bros.,R,8.1,103131
Contemporary Fiction,0,117,38000000,Based on Book/Short Story,17378193,Extreme Measures,27-Sep-1996,Michael Apted,55,Drama,17378193,Sony Pictures,R,5.9,8038
,0,0,1644000,,4000000,You Can't Take It With You,1938,Frank Capra,96,,4000000,,,8,8597
Contemporary Fiction,0,101,20000000,Based on Book/Short Story,26792700,Eye for an Eye,12-Jan-1996,John Schlesinger,0,Drama,26792700,Paramount Pictures,R,5.7,4837
Historical Fiction,0,0,13000000,Original Screenplay,44726644,Young Guns,12-Aug-1988,,40,Western,44726644,20th Century Fox,,6.6,21404
,15500333,0,2800000,,86300000,Young Frankenstein,15-Dec-1974,Mel Brooks,93,,86300000,20th Century Fox,,8,57106
,0,0,12000000,Based on Book/Short Story,39012241,Yentl,18-Nov-1983,Barbra Streisand,71,Musical,39012241,MGM/UA Classics,,6.2,4952
,0,0,9500000,Based on Book/Short Story,43100000,You Only Live Twice,13-Jun-1967,,70,Action,111600000,MGM,,7,24701
Factual,0,0,300000,,16892,Ayurveda: Art of Being,19-Jul-2002,,0,Documentary,2066892,Kino International,Not Rated,7.3,181
Historical Fiction,0,0,18000000,Based on Book/Short Story,19739000,Young Sherlock Holmes,4-Dec-1985,Barry Levinson,63,Adventure,19739000,Paramount Pictures,,6.5,7293
Kids Fiction,0,100,85000000,Based on Book/Short Story,66941559,102 Dalmatians,22-Nov-2000,Kevin Lima,30,Comedy,66941559,Walt Disney Pictures,G,4.4,7147
Contemporary Fiction,0,97,13000000,Based on Play,38177966,Ten Things I Hate About You,31-Mar-1999,,0,Romantic Comedy,38177966,Walt Disney Pictures,PG-13,6.9,61910
Historical Fiction,27044045,0,105000000,Original Screenplay,94784201,"10,000 B.C.",7-Mar-2008,Roland Emmerich,9,Adventure,269065678,Warner Bros.,PG-13,5.8,134
Dramatization,0,0,8000000,Based on Real Life Events,54702,10th & Wolf,18-Aug-2006,Robert Moresco,19,Drama,54702,ThinkFilm,Not Rated,6.3,3655
,0,0,6000000,,0,11:14,12-Aug-2005,,0,,0,,R,7.3,18261
Science Fiction,29180398,0,25000000,Original Screenplay,80048433,Cloverfield,18-Jan-2008,Matt Reeves,76,Action,170764033,Paramount Pictures,PG-13,7.4,136068
Contemporary Fiction,8283859,108,20000000,Original Screenplay,12234694,12 Rounds,27-Mar-2009,Renny Harlin,28,Action,18184083,20th Century Fox,PG-13,5.4,8914
Contemporary Fiction,0,0,3000000,Original Screenplay,3287435,Thirteen Conversations About One Thing,24-May-2002,,0,Drama,3705923,Sony Pictures Classics,R,7.1,6188
Contemporary Fiction,0,98,30000000,Original Screenplay,57139723,13 Going On 30,23-Apr-2004,Gary Winick,0,Comedy,96439723,Sony Pictures,PG-13,6.1,32634
Fantasy,0,91,19000000,Original Screenplay,41867960,Thirteen Ghosts,26-Oct-2001,,0,Horror,68467960,Warner Bros.,R,5.1,23243
Contemporary Fiction,49668544,102,22500000,Based on Book/Short Story,71985628,1408,22-Jun-2007,,78,Horror,128529299,MGM,PG-13,6.9,72913
Contemporary Fiction,0,120,42000000,Original Screenplay,24375436,15 Minutes,9-Mar-2001,,32,Thriller/Suspense,56331864,New Line,R,6.1,25566
Contemporary Fiction,0,0,1000000,Original Screenplay,10744,16 to Life,3-Sep-2010,,0,Romantic Comedy,10744,Waterdog Films,,0,0
Contemporary Fiction,17523555,0,45000000,Original Screenplay,36895141,16 Blocks,3-Mar-2006,Richard Donner,55,Action,65595141,Warner Bros.,PG-13,6.7,41207
,0,0,18000000,,229311,One Man's Hero,24-Sep-1999,,0,,229311,MGM,,5.7,627
Contemporary Fiction,0,0,30000000,Original Screenplay,9055010,First Daughter,24-Sep-2004,Forest Whitaker,8,Romantic Comedy,10419084,20th Century Fox,PG,4.7,6839
Science Fiction,50736023,158,200000000,Original Screenplay,166112167,2012,13-Nov-2009,Roland Emmerich,39,Action,766812167,Sony Pictures,PG-13,6.2,396
Science Fiction,0,0,12000000,Original Screenplay,1442338,2046,5-Aug-2005,Wong Kar-wai,0,Drama,19202856,Sony Pictures Classics,R,7.5,19431
,0,0,66000,Original Screenplay,541636,20 Dates,26-Feb-1999,,0,Comedy,541636,Fox Searchlight,R,4.9,1423
Contemporary Fiction,25789928,0,35000000,Based on Book/Short Story,81159365,21,21-Mar-2008,Robert Luketic,35,Thriller/Suspense,157852532,Sony Pictures,PG-13,6.7,60918
Contemporary Fiction,0,0,20000000,Original Screenplay,16248701,21 Grams,21-Nov-2003,Alejandro Gonzalez Inarritu,81,Drama,60448701,Focus Features,R,7.9,77910
Contemporary Fiction,0,0,4500000,Based on Book/Short Story,13084595,25th Hour,19-Dec-2002,Spike Lee,78,Drama,23928503,Walt Disney Pictures,R,7.9,58781
Contemporary Fiction,0,103,43000000,Original Screenplay,37035515,28 Days,14-Apr-2000,Betty Thomas,30,Comedy,62063972,Sony Pictures,PG-13,5.8,17937
Science Fiction,0,113,15000000,Original Screenplay,45064915,28 Days Later...,27-Jun-2003,Danny Boyle,89,Horror,82719885,Fox Searchlight,R,7.6,103525
Science Fiction,24422887,91,15000000,Original Screenplay,28638916,28 Weeks Later,11-May-2007,,0,Horror,64238440,20th Century Fox,R,7.1,69558
Kids Fiction,0,0,72000000,Original Screenplay,18947630,Two Brothers,25-Jun-2004,Jean-Jacques Annaud,77,Drama,39925603,Universal,PG,6,127
Contemporary Fiction,11433110,0,37000000,Original Screenplay,44875481,Cop Out,26-Feb-2010,Kevin Smith,19,Comedy,44875481,Warner Bros.,R,5.7,16520
Contemporary Fiction,0,0,12000000,Original Screenplay,3149034,Two Lovers,13-Feb-2009,James Gray,0,Drama,11549034,Magnolia Pictures,R,7.3,10325
Contemporary Fiction,0,123,20000000,Original Screenplay,22991379,2 For the Money,7-Oct-2005,D.J. Caruso,0,Drama,27848418,Universal,R,0,0
Historical Fiction,0,111,30000000,Original Screenplay,42023715,Secondhand Lions,19-Sep-2003,,60,Drama,47855342,New Line,PG,7.5,19040
Contemporary Fiction,0,91,13000000,Original Screenplay,22235901,Two Can Play That Game,7-Sep-2001,,43,Romantic Comedy,22391450,Sony Pictures,R,5.6,2370
Contemporary Fiction,0,110,60000000,Original Screenplay,93354918,Two Weeks Notice,20-Dec-2002,,42,Romantic Comedy,199043309,Warner Bros.,PG-13,5.8,35515
Historical Fiction,261252400,117,60000000,Based on Comic/Graphic Novel,210614939,300,9-Mar-2007,Zack Snyder,60,Action,456068181,Warner Bros.,R,7.8,235508
Fantasy,26908243,0,30000000,Based on Comic/Graphic Novel,39568996,30 Days of Night,19-Oct-2007,,49,Horror,75066323,Sony Pictures,R,6.6,52518
Historical Fiction,0,115,48000000,Original Screenplay,60652036,Three Kings,1-Oct-1999,David O. Russell,94,Action,107752036,Warner Bros.,R,7.3,68726
Contemporary Fiction,0,0,62000000,Original Screenplay,15738632,3000 Miles to Graceland,23-Feb-2001,,14,Drama,18708848,Warner Bros.,R,5.6,20094
Contemporary Fiction,0,0,4000000,Original Screenplay,9821335,3 Strikes,1-Mar-2000,,0,Comedy,9821335,MGM,R,2.9,905
Historical Fiction,51359371,117,48000000,Remake,53606916,3:10 to Yuma,2-Sep-2007,James Mangold,89,Western,69791889,Lionsgate,R,7.9,98355
Contemporary Fiction,0,96,17000000,Original Screenplay,37939782,40 Days and 40 Nights,1-Mar-2002,Michael Lehmann,38,Romantic Comedy,95092667,Miramax,R,5.4,27912
Contemporary Fiction,0,111,26000000,Original Screenplay,109449237,The 40 Year-old Virgin,19-Aug-2005,Judd Apatow,0,Comedy,177339049,Universal,R,7.5,94557
Contemporary Fiction,0,109,30000000,Original Screenplay,74494381,Four Brothers,12-Aug-2005,John Singleton,52,Drama,92494381,Paramount Pictures,R,6.8,38311
Contemporary Fiction,26029004,0,80000000,Original Screenplay,120146040,Four Christmases,26-Nov-2008,Seth Gordon,25,Comedy,163546040,Warner Bros.,PG-13,5.7,14690
Historical Fiction,0,0,35000000,Based on Book/Short Story,18306166,The Four Feathers,20-Sep-2002,Shekhar Kapur,41,Drama,29882645,Paramount Pictures,PG-13,6.3,13204
Historical Fiction,6244985,0,10000000,Original Screenplay,26218170,The Fourth Kind,6-Nov-2009,,17,Thriller/Suspense,41826604,Universal,PG-13,6,16107
Historical Fiction,0,0,900000,Original Screenplay,1196321,"4 luni, 3 saptamani si 2 zile",25-Jan-2008,,0,Drama,4723542,IFC Films,Not Rated,0,0
Contemporary Fiction,0,99,75000000,Original Screenplay,120776832,50 First Dates,13-Feb-2004,Peter Segal,44,Romantic Comedy,196376832,Sony Pictures,PG-13,6.8,64701
,0,0,2000000,,134624,Six-String Samurai,18-Sep-1998,,60,,134624,Palm Pictures,PG-13,6.4,3462
